query,ming reasoner,ming nodes explored,ming min depth,success,time
1,ming,1,0,False,0.0003150000000005093
2,ming,1,0,False,0.00015199999999992997
3,ming,1,0,False,0.00010900000000013677
4,ming,1,0,False,0.00011899999999975819
5,ming,1,0,False,0.0001020000000000465
6,ming,1,0,False,0.0001020000000000465
7,ming,1,0,False,8.699999999972619e-05
8,ming,1,0,False,0.00016099999999941161
9,ming,1,0,False,8.599999999958641e-05
10,ming,1,0,False,0.00010099999999990672
11,ming,1,0,False,8.199999999991547e-05
12,ming,1,0,False,8.599999999958641e-05
13,ming,1,0,False,9.19999999995369e-05
14,ming,1,0,False,7.899999999949614e-05
15,ming,1,0,False,8.09999999997757e-05
16,ming,1,0,False,6.299999999992423e-05
17,ming,1,0,False,6.899999999987472e-05
18,ming,1,0,False,8.399999999930685e-05
19,ming,1,0,False,6.4000000000064e-05
20,ming,1,0,False,6.500000000020378e-05
21,ming,1,0,False,8.300000000005525e-05
22,ming,1,0,False,8.300000000005525e-05
23,ming,1,0,False,7.899999999949614e-05
24,ming,1,0,False,8.400000000019503e-05
25,ming,1,0,False,7.49999999998252e-05
26,ming,1,0,False,7.999999999963592e-05
27,ming,1,0,False,8.100000000066387e-05
28,ming,1,0,False,7.500000000071338e-05
29,ming,1,0,False,7.100000000015427e-05
30,ming,1,0,False,0.0001029999999992981
31,ming,1,0,False,0.00010500000000046583
32,ming,1,0,False,9.600000000009601e-05
33,ming,1,0,False,9.799999999948739e-05
34,ming,1,0,False,0.00010099999999990672
35,ming,1,0,False,9.799999999948739e-05
36,ming,1,0,False,7.800000000024454e-05
37,ming,1,0,False,7.800000000024454e-05
38,ming,1,0,False,9.000000000014552e-05
39,ming,1,0,False,0.00010400000000032605
40,ming,1,0,False,9.400000000070463e-05
41,ming,1,0,False,9.399999999981645e-05
42,ming,1,0,False,0.00011799999999961841
43,ming,1,0,False,9.800000000037556e-05
44,ming,1,0,False,9.799999999948739e-05
45,ming,1,0,False,9.700000000023579e-05
46,ming,1,0,False,0.00010000000000065512
47,ming,1,0,False,0.00010300000000018628
48,ming,1,0,False,7.800000000024454e-05
49,ming,1,0,False,6.199999999978445e-05
50,ming,1,0,False,5.3999999999554404e-05
51,ming,1,0,False,7.800000000024454e-05
52,ming,1,0,False,9.700000000023579e-05
53,ming,1,0,False,9.10000000002853e-05
54,ming,1,0,False,9.10000000002853e-05
55,ming,1,0,False,9.19999999995369e-05
56,ming,1,0,False,9.000000000014552e-05
57,ming,1,0,False,0.00011199999999966792
58,ming,1,0,False,9.700000000023579e-05
59,ming,1,0,False,9.700000000023579e-05
60,ming,1,0,False,9.399999999981645e-05
61,ming,1,0,False,9.499999999995623e-05
62,ming,1,0,False,8.00000000005241e-05
63,ming,1,0,False,6.799999999973494e-05
64,ming,1,0,False,8.09999999997757e-05
65,ming,1,0,False,9.900000000051534e-05
66,ming,1,0,False,9.299999999967667e-05
67,ming,1,0,False,9.600000000009601e-05
68,ming,1,0,False,0.0001120000000005561
69,ming,1,0,False,9.700000000023579e-05
70,ming,1,0,False,8.300000000005525e-05
71,ming,1,0,False,9.10000000002853e-05
72,ming,1,0,False,9.299999999967667e-05
73,ming,1,0,False,9.099999999939712e-05
74,ming,1,0,False,5.699999999997374e-05
75,ming,1,0,False,8.599999999958641e-05
76,ming,1,0,False,9.800000000037556e-05
77,ming,1,0,False,9.700000000023579e-05
78,ming,1,0,False,9.19999999995369e-05
79,ming,1,0,False,0.00010099999999990672
80,ming,1,0,False,0.00010300000000018628
81,ming,1,0,False,0.00010000000000065512
82,ming,1,0,False,0.00011300000000069588
83,ming,1,0,False,0.00010500000000046583
84,ming,1,0,False,7.700000000010476e-05
85,ming,1,0,False,5.8000000000113516e-05
86,ming,1,0,False,4.7999999999603915e-05
87,ming,1,0,False,4.8000000000492093e-05
88,ming,1,0,False,9.799999999948739e-05
89,ming,1,0,False,9.899999999962716e-05
90,ming,1,0,False,8.900000000000574e-05
91,ming,1,0,False,9.999999999976694e-05
92,ming,1,0,False,0.00011100000000041632
93,ming,1,0,False,9.499999999995623e-05
94,ming,1,0,False,9.19999999995369e-05
95,ming,1,0,False,0.00010400000000032605
96,ming,1,0,False,8.699999999972619e-05
97,ming,1,0,False,6.899999999987472e-05
98,ming,1,0,False,0.00010300000000018628
99,ming,1,0,False,8.599999999958641e-05
100,ming,1,0,False,9.700000000023579e-05
